tweet, sentiment, polarity
b'@killer_gorton @a8burns @CopThatno9 @Maccazz10 @steyards10 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',-0.36805962854349916,Negative
b"@C_hanley2014 @a8burns @CopThatno9 @Maccazz10 @steyards10 Mate go and finish off the ultimate team you're building\xe2\x80\xa6 https://t.co/vz6tqLRZ92",-0.4258426966292131,Negative
b'RT @jfitzgibbon: #Yonkers schools rebuild could get $78M boost from Albany: https://t.co/V2c6mw6Zcp cc: @YonkersSchools @RebuildYPS @AQE_NY\xe2\x80\xa6',-0.4137012987012994,Negative
b'@killer_gorton @a8burns @CopThatno9 @Maccazz10 @steyards10 Dead reach! Anyway.... i better go upstairs to my MRS be\xe2\x80\xa6 https://t.co/mGAS51og9K',-0.34827823691460025,Negative
b'@C_hanley2014 @a8burns @CopThatno9 @Maccazz10 @steyards10 Sure you got some united transfers to check out for tonight',-0.41551724137931,Negative
b'@killer_gorton @a8burns @CopThatno9 @LSimps10 @Maccazz10 @steyards10 Ohhhhh i aint im just a nosey cuntt lol',-0.35185098406747856,Negative
b'@a8burns @CopThatno9 @C_hanley2014 @LSimps10 @Maccazz10 @steyards10 You and cayne are hungry lads',-0.44425287356321796,Negative
b'@DennisTFP Is Jeff Gorton and the NYR up to anything?',-0.4045454545454541,Negative
b"@CopThatno9 @C_hanley2014 @a8burns @LSimps10 @Maccazz10 @steyards10 You stay chilled my g don't bite the hand that feeds you \xf0\x9f\x98\x82",-0.44425287356321796,Negative
b'@CopThatno9 @killer_gorton @a8burns @LSimps10 @Maccazz10 @steyards10 What isit kade man \xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80',-0.3761004784688992,Negative
b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/VymAFUXeVb',-0.4136223344556678,Negative
b'@killer_gorton @CopThatno9 @a8burns @LSimps10 @Maccazz10 @steyards10 And mistimed it like otamendi to! \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88',-0.3680160984848482,Negative
b'@CopThatno9 @C_hanley2014 @a8burns @LSimps10 @Maccazz10 @steyards10 Slid in like Otamendi',-0.4608695652173909,Negative
b'Danny Gorton is gay',-0.4296491228070172,Negative
b'Idk where I stand. Jury is still out on Gorton IMO, but like i\'ve said i\'m not settling for "there was no deal to be made" again.',-0.3351851851851848,Negative
b'@a8burns @killer_gorton @CopThatno9 @LSimps10 @Maccazz10 @steyards10 Fuckin ell laura dont let pilky see u in real\xe2\x80\xa6 https://t.co/8rLYkqiiN3',-0.3671382189239329,Negative
b'@a8burns @CopThatno9 @C_hanley2014 @LSimps10 @Maccazz10 @steyards10 Yeah till kade turns me into tiote',-0.44425287356321796,Negative
b'@lackinggrit Why hasnt jeff gorton made ANY kind of trade? The roster as is wont cut it. Change is good!',-0.3106393606393602,Negative
b'@CopThatno9 @a8burns @C_hanley2014 @LSimps10 @Maccazz10 @steyards10 How it goes down',-0.45437352245862844,Negative
b'@killer_gorton @a8burns @CopThatno9 @LSimps10 @Maccazz10 @steyards10 Hhhhahhaahhaaaahaahh',-0.3761004784688992,Negative
b"@C_hanley2014 @a8burns @CopThatno9 @LSimps10 @Maccazz10 @steyards10 She wasn't happy I wasn't getting anymore footy\xe2\x80\xa6 https://t.co/Gvo4wjhZKQ",-0.4054347826086953,Negative
b'Why hasnt Jeff Gorton traded for Drew Doughty yet wtf',-0.34939024390243867,Negative
b"@CopThatno9 @a8burns @C_hanley2014 @LSimps10 @Maccazz10 @steyards10 I'm just getting to know mate",-0.44425287356321796,Negative
b'@alanhahn Or else you end up like gorton getting nothing for Talbot',-0.4045454545454541,Negative
b'@SwearyTJ @ericdeking I in stretford , moved from gorton , police sirens are my nighttime soundtrack',-0.41329113924050587,Negative
b".@WildSKOL Hi P Gorton, it's actually #paddynotpatty https://t.co/VknnzZ3UGd (@paddynotpatty)",-0.4640449438202242,Negative
b'@a8burns @CopThatno9 @killer_gorton @LSimps10 @Maccazz10 @steyards10 Hes single now!!!???? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 what apineed killer\xe2\x80\xa6 https://t.co/qjwx76hH8W',-0.3625856331168828,Negative
b'@a8burns @CopThatno9 @killer_gorton @LSimps10 @Maccazz10 @steyards10 Haahaahhahaa yarwood dipped!',-0.3771531100478466,Negative
b"@C_hanley2014 @CopThatno9 @a8burns @LSimps10 @Maccazz10 You don't Fucking lie there I'm my own worst enemy \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82",-0.4302197802197798,Negative
b'RT @C_hanley2014: @CopThatno9 @a8burns @killer_gorton @LSimps10 @Maccazz10 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 whats mad is killer always brings it on himselff \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9',-0.4133204239706491,Negative
b'@CopThatno9 @a8burns @killer_gorton @LSimps10 @Maccazz10 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 whats mad is killer always brings it on himselff \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9',-0.3734688995215308,Negative
b'@CopThatno9 @a8burns @killer_gorton @LSimps10 @Maccazz10 Wooooooow kade you did what rashford did to demichelis\xe2\x80\xa6 https://t.co/i7EjspoFdg',-0.3685369318181815,Negative
b'@CopThatno9 @C_hanley2014 @a8burns @LSimps10 @Maccazz10 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 you know that bad boys for life \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbc',-0.4431034482758616,Negative
b'@CopThatno9 got a brown envelope here for you pal \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',-0.4144578313253008,Negative
b'@killer_gorton @CopThatno9 @a8burns @LSimps10 @Maccazz10 Woooooooooow just like dat \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88',-0.36805962854349916,Negative
b"@C_hanley2014 @CopThatno9 @a8burns @LSimps10 @Maccazz10 Gone bed kade just sent me up early aren't I \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82",-0.4247126436781605,Negative
b'Congratulations to all the new Clore Fellows! https://t.co/Wsz7OQ31EX',-0.4395854145854149,Negative
b'@CopThatno9 @a8burns @killer_gorton @LSimps10 @Maccazz10 Killer ????? https://t.co/s3fenFkdqH',-0.37733156105639293,Negative
b'@CopThatno9 @a8burns @killer_gorton @LSimps10 @Maccazz10 Hahahahahaahaa lets hear it \xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80',-0.36805962854349916,Negative
b"RT @MENnewsdesk: Your chance to enjoy the splendour of one of Manchester's most beautiful buildings https://t.co/LXAOZ1hHbZ",-0.38347826086956555,Negative
b'@a8burns @killer_gorton @LSimps10 @Maccazz10 @CopThatno9 Hahahhahhha awwwwww no',-0.36805962854349916,Negative
b"@C_hanley2014 @CopThatno9 @a8burns @killer_gorton @Maccazz10 I'm lost here me",-0.4306818181818178,Negative
b'@CopThatno9 @a8burns @killer_gorton @LSimps10 @Maccazz10 Hhahahha you got dirt on killer kade??? \xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80',-0.36805962854349916,Negative
b'@C_hanley2014 @a8burns @LSimps10 @Maccazz10 @CopThatno9 Big brother finished now Lad ??',-0.42701149425287316,Negative
b'@a8burns @killer_gorton @LSimps10 @Maccazz10 @CopThatno9 Killers one of them guys that tries to be funny to kop gya\xe2\x80\xa6 https://t.co/ax87JEavKc',-0.3502984389348023,Negative
b"@LSimps10 @a8burns @Maccazz10 @CopThatno9 @C_hanley2014 He used to play for united he's massive time \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82",-0.42701149425287316,Negative
b"@a8burns @LSimps10 @Maccazz10 @CopThatno9 @C_hanley2014 Burnsy it's 2017 get in the pool lad it's all a lie black guys can swim now \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82",-0.43084291187739426,Negative
b'@killer_gorton @a8burns @Maccazz10 @CopThatno9 @C_hanley2014 Nope lost me here ha',-0.4306818181818178,Negative
b"@LSimps10 @a8burns @Maccazz10 @CopThatno9 @C_hanley2014 He's mates with fraizer Campbell remember him \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82",-0.43705882352941133,Negative
b'#Yonkers schools rebuild could get $78M boost from Albany: https://t.co/V2c6mw6Zcp cc: @YonkersSchools @RebuildYPS @AQE_NY @Part4EduJustice',-0.4112121212121209,Negative
b"@killer_gorton @a8burns @Maccazz10 @CopThatno9 @C_hanley2014 Aw I can't see the replies cos you're private :(",-0.4182795698924727,Negative
b"@a8burns @LSimps10 @Maccazz10 @CopThatno9 @C_hanley2014 She's not into black lads especially ones that are gonna me\xe2\x80\xa6 https://t.co/wL5e43Owzj",-0.4276632302405495,Negative
b"If Gorton offersheets Draisaitl, I'll start erecting a statue of him. And that won't be the only thing that's erect. @Josh_Khalfin",-0.3211111111111107,Negative
b'@killer_gorton Predator \xf0\x9f\x98\x9d',-0.45304878048780445,Negative
b'RT @ManchesterHCC: @the_BHA @HerartCIC @buzzmanc @ManchesterCAB @ABLHealth And African Caribbean Care, Adrian from @GMCVanguard , Mags, Gor\xe2\x80\xa6',-0.4522821576763494,Negative
b'@Maccazz10 305 get back to me \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',-0.41547619047619005,Negative
b'@LSimps10 @Maccazz10 Oh yeah you nearly got the room key then \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',-0.3909638554216864,Negative
b'@killer_gorton @Maccazz10 Typo',-0.40731707317073124,Negative
b'@LSimps10 @Maccazz10 Oh a kiss already steady on girl \xf0\x9f\x98\x8f you rascal',-0.39897119341563747,Negative
b'@steyards10 @SophK14 See what she says when she pays her phone bill',-0.41329113924050587,Negative
b'@killer_gorton @Maccazz10 Hahahaha good bants x',-0.3674418604651159,Negative
b'@killer_gorton @SophK14 Hahaha she can do what she wants mate your problem now anyway you have just asked her out \xf0\x9f\x99\x8c',-0.28806818181818145,Negative
b"@LSimps10 @Maccazz10 You didn't have to it was banter but I'll still reply \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc\xf0\x9f\x98\x82",-0.41329113924050587,Negative
b'@killer_gorton @LSimps10 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',-0.4417721518987338,Negative
b"@SophK14 @steyards10 She's defo already on a date tonight, she was bang at it with love Island last night she's not\xe2\x80\xa6 https://t.co/YqAePlUuCz",-0.38117647058823484,Negative
b'@killer_gorton @Maccazz10 Hahahahaha DM you \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x99\x88',-0.39285714285714246,Negative
b'@LSimps10 @Maccazz10 How old are you ? DM me',-0.38963414634146304,Negative
b'Yonkers: $78M would replace Gorton HS, build new schools https://t.co/sPUEiXpNM2 via @lohud https://t.co/QAnNaejtfo',-0.3853530575384877,Negative
b"@SophK14 you free Saturday night @steyards10 said he'll stay in cos suedes shut and he'll mind the girls what you fancy ??",-0.4139534883720926,Negative
b"@killer_gorton @Maccazz10 Not down with the kids you're over the hill \xf0\x9f\x98\x82 I'm not far behind \xf0\x9f\x91\xb5\xf0\x9f\x8f\xbb\xf0\x9f\x98\x92",-0.38800505050505013,Negative
b'@LSimps10 @Maccazz10 Too old yeah \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',-0.40061728395061685,Negative
b'@killer_gorton @Maccazz10 Hahaha \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94',-0.39285714285714246,Negative
b'@LSimps10 @Maccazz10 What about me then ? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',-0.41329113924050587,Negative
b'@steyards10 @CopThatno9 @Bagerz Spending his glossop signing on fee \xf0\x9f\x98\x82',-0.42160493827160456,Negative
b"@killer_gorton @Maccazz10 I think he's alright to be fair ha x",-0.38095238095238054,Negative
b'@killer_gorton @CopThatno9 @Bagerz Haha you just @ everyone bagerz on holiday thinking wtf \xf0\x9f\x98\x82',-0.31388888888888844,Negative
b'@LSimps10 @Maccazz10 I had to check I was thinking how old are these guys really though \xf0\x9f\xa4\x94',-0.38614457831325266,Negative
b"@CopThatno9 @steyards10 Nar the only thing we've got in common is we've both been sat at a table with @Bagerz \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82",-0.4088235294117643,Negative
b'@Maccazz10 @killer_gorton \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 is he really only 26',-0.3976190476190472,Negative
b'@CopThatno9 @killer_gorton @SophK14 Ask her out killer I will mind the girls \xf0\x9f\x99\x8c',-0.3215116279069763,Negative
b'@killer_gorton \xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x99\x88',-0.4045454545454541,Negative
b'@killer_gorton @CopThatno9 @SophK14 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',-0.3215116279069763,Negative
b'@steyards10 @CopThatno9 @SophK14',-0.42160493827160456,Negative
b'@killer_gorton @CopThatno9 Very poorly man you are so what birds you got your eye on mate @ them in this chat \xf0\x9f\x98\x82',-0.316162790697674,Negative
b'@markhaslam17 Insignia now more space in the back seats...\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc',-0.3722222222222218,Negative
