tweet, sentiment, polarity
b'#Buzz #Westbrook 2008-09 Bowman Chrome #114 #RussellWestbrook RC Rookie BGS 9.5 Gem Mint https://t.co/GhchSD2REH\xe2\x80\xa6 https://t.co/WYPbELux38',-0.328645833333333,Negative
b'#MLB #Brewers 2010 Bowman Blue #82 Aramis Ramirez Chicago Cubs #Baseball #Card https://t.co/VURKCoMZSA #Deal\xe2\x80\xa6 https://t.co/pKR6e65Ebj',-0.49813084112149475,Negative
b'#NBA #Westbrook 2008-09 Bowman Chrome #114 #RussellWestbrook RC Rookie BGS 9.5 Gem Mint https://t.co/MYz1aGsvdr #Thunder #Auction',-0.34489795918367316,Negative
b'RT @doctorjoseefren: NEFRONA\n\n  Unidad funcional del ri\xc3\xb1\xc3\xb3n\n\n  Existen 1,200,000 en cada ri\xc3\xb1\xc3\xb3n\n\nEst\xc3\xa1 compuesta por\n\n   Glom\xc3\xa9rulo\n\n   C\xc3\xa1psula\xe2\x80\xa6',-0.4651741293532342,Negative
b'Cloudy skies means no sun delay at Buck Bowman Park tonight.',-0.4553333333333329,Negative
b'Not proud to say I watched the 1st episode of #TheRanch last night. @DillonDavis should be more ashamed \xe2\x80\x94 he just turned on the 2nd episode.',-0.450490196078431,Negative
b'#NBA #Card 2006 Bowman Sterling Dwyane Wade Auto #Jersey Autograph "3" Mint https://t.co/1OH9HKGtQz #Deal #Sale https://t.co/b6bCRfaCvn',-0.3509216589861748,Negative
b'Nate Field AUTOGRAPH 2002 Bowman Kansas City Royals by Autographed Baseball Cards (1990- ) https://t.co/BS3dx6OVnz',-0.48440860215053727,Negative
b'RT @BHTVeric: Bowman: "I think Marian is probably the biggest reason that the culture here changed." #Blackhawks\n\nhttps://t.co/BqMliQSP9l',-0.44200000000000067,Negative
b'2015 Joe Flacco /25 SP RED PARALLEL Baltimore #Ravens Bowman Football (#9) https://t.co/qRzonAFwuF #Football https://t.co/OSoiWzClrN',-0.4202764976958521,Negative
b'#NFL 2015 Joe Flacco /25 SP RED PARALLEL Baltimore #Ravens Bowman #Football (#9) https://t.co/1trwRGQnsH https://t.co/d2S3uIAqRR',-0.4244767970882617,Negative
b'#NBA #Cards DERRICK ROSE 2008-09 Bowman #111 BGS GEM MINT 9.5 RC Bulls https://t.co/hvOcYw4SwU #BasketBall #Card https://t.co/xAMWln8EqZ',-0.26163387510692854,Negative
b'#MLB #Cards 2017 Bowman Chrome David Dahl RC #Autograph #2/5 Colorado #Rockies https://t.co/0BbEawn4Wh #Card\xe2\x80\xa6 https://t.co/q9cvscvFJw',-0.4038019652305364,Negative
b'#Cards #Card: DERRICK ROSE 2008-09 Bowman #111 BGS GEM MINT 9.5 RC Bulls https://t.co/SXjqddW7Tr #NBA #BasketBall https://t.co/XvnkfMRorr',-0.26163387510692854,Negative
b'Shout out to anyone having a hard time right now. You are LOVED &amp; your courage &amp; determination inspires me everyday! https://t.co/8bbsyVtDsw',-0.37051061388410755,Negative
b'...spacing her races throughout to get her there in the best condition possible.\nMy staff, owners, Hugh Bowman &amp; I are excited by her return',-0.3477848101265819,Negative
b'RT @Habitforming1: @SMC459 @EricEngels Absolutely. All MB is going to try to do is fill a D and C Spot. "You can never win a trade when you\xe2\x80\xa6',-0.42148058252427234,Negative
b'@ICFY95 @Brian_Pallister @Mayor_Bowman @DeviSharmaWpg Sam was just crooked. Susan was stupid.',-0.3738317757009342,Negative
b'RT @iff_or: "No matter what beat you\'re on, if you\'re covering it well, you\'re covering racial inequality." -- @nhannahjones #IRE17',-0.5066371681415938,Negative
b'RT @ChicagoSports: Joel Quenneville and Stan Bowman prepare for life without Marian Hossa, by @ChristopherHine https://t.co/pK0z1QfsAU http\xe2\x80\xa6',-0.38423645320197114,Negative
b'RT @ReverendBlair: @Brian_Pallister @Mayor_Bowman @DeviSharmaWpg Worst premier in memory honours worst mayor in memory.',-0.4254980079681282,Negative
b'RT @ChicagoSports: Joel Quenneville and Stan Bowman prepare for life without Marian Hossa, by @ChristopherHine https://t.co/pK0z1QfsAU http\xe2\x80\xa6',-0.39462627156125657,Negative
b'RT @BHTVeric: Bowman: "I think Marian is probably the biggest reason that the culture here changed." #Blackhawks\n\nhttps://t.co/BqMliQSP9l',-0.45153508771929907,Negative
b'@ReverendBlair @Brian_Pallister @Mayor_Bowman @DeviSharmaWpg She was quite awful, but I think Sam was worse',-0.4749999999999996,Negative
b'#MLB #Rockies 2010 Bowman #97 Carlos Gonzalez Colorado Rockies Baseball Card https://t.co/Epw0JuRFQV #Baseball https://t.co/VOQ0fxHlWD',-0.3766355641355639,Negative
b'#MLB #Cards NOAH SYNDERGAARD 2015 BOWMAN INCEPTION PROSPECT AUTOGRAPH AUTO *#NewYork #Mets* https://t.co/zONBb8EhU1\xe2\x80\xa6 https://t.co/uob1Wf31Aq',-0.4607954545454541,Negative
b'#Auction #Cards KRIS BRYANT &amp; ALBERT ALMORA 2014 Bowman Chrome BLUE Refractor /399 #Chicago #Cubs\xe2\x80\xa6 https://t.co/uWouOWmcOK',-0.3780612244897957,Negative
b'#MLB 2013 Bowman #Baseball #191 #AlexGordon Kansas City Royals https://t.co/fwZmJCoPR1 #Royals https://t.co/s0JzpNdnLp',-0.3959523809523806,Negative
b'#Cards #NBA #JamesHarden RC 2009-10 Bowman #104 Rookie BLUE 1068/1948 https://t.co/yUE0HgxRP2 #Card #Bestseller https://t.co/3NEwLHFAH7',-0.3784755512943429,Negative
b'#Angels #Cards MIKE TROUT 2017 BOWMAN CHROME 1951 RETRO REFRACTOR REF SP #LosAngeles ANGELS https://t.co/XEogOK43EB\xe2\x80\xa6 https://t.co/LvVJo7XCRH',-0.40603435343534316,Negative
b'\xe3\x80\x90\xe8\xa7\x92\xe8\x86\x9c\xe3\x81\xae5\xe5\xb1\xa4\xe6\xa7\x8b\xe9\x80\xa0\xe3\x80\x91\n\xe3\x80\x80\xe8\xa7\x92\xe8\x86\x9c\xe4\xb8\x8a\xe7\x9a\xae\n\xe3\x80\x80Bowman\xe8\x86\x9c\n\xe3\x80\x80\xe8\xa7\x92\xe8\x86\x9c\xe5\xae\x9f\xe8\xb3\xaa\n\xe3\x80\x80Descemet\xe8\x86\x9c\n\xe3\x80\x80\xe8\xa7\x92\xe8\x86\x9c\xe5\x86\x85\xe7\x9a\xae\n\xe8\xa7\x92\xe8\x86\x9c\xe5\x86\x85\xe7\x9a\xae\xe3\x81\x8c\xe6\xb0\xb4\xe5\x88\x86\xe3\x82\x92\xe7\x9c\xbc\xe7\x90\x83\xe5\x81\xb4\xe3\x81\xab\xe6\x8e\x92\xe6\xb3\x84\xe3\x81\x97\xe3\x80\x81\xe8\xa7\x92\xe8\x86\x9c\xe3\x81\xae\xe9\x80\x8f\xe6\x98\x8e\xe6\x80\xa7\xe3\x82\x92\xe7\xb6\xad\xe6\x8c\x81\xe3\x81\x97\xe3\x81\xa6\xe3\x81\x84\xe3\x82\x8b',-0.32901234567901194,Negative
b'@CSNBlackhawks Vegas took Fleury,Hawks could have tried to dump Crawfords ridiculous contract,Chance for Bowman to fix a major brain fart\xf0\x9f\x98\xa0',-0.2917588975694441,Negative
b'RT @BHTVeric: Bowman: "I think Marian is probably the biggest reason that the culture here changed." #Blackhawks\n\nhttps://t.co/BqMliQSP9l',-0.45533333333333414,Negative
b"RT @Beerye47Mr: We've picked up:     Norman,Bowman,Sheard,Dalton in FA  to name a few. Now we are looking to the draft tonight for more dep\xe2\x80\xa6",-0.42245370370370455,Negative
b'RT @dailyzen: in the darkest of your moments wait with no fear\n\xe2\x80\x94  Rumi',-0.43488372093023303,Negative
b'Joel Quenneville and Stan Bowman prepare for life without Marian Hossa, by @ChristopherHine https://t.co/pK0z1QfsAU https://t.co/yNIHZ1tGbI',-0.3780642434488585,Negative
b'God help me 2 stay ALERT! I NEVER want 2 HURT those YOU LOVE! If I do by mistake or ignorance, pls let me... https://t.co/92qEIuVZiZ',-0.46210526315789435,Negative
b'RT @BHTVeric: Bowman: "I think Marian is probably the biggest reason that the culture here changed." #Blackhawks\n\nhttps://t.co/BqMliQSP9l',-0.45200000000000085,Negative
b'@Brian_Pallister @Mayor_Bowman @DeviSharmaWpg Worst premier in memory honours worst mayor in memory.',-0.3895238095238091,Negative
b'#NowPlaying He Will ft. Vickie Winans by Tim Bowman Jr. #Listen on https://t.co/DAZ2ditMEn https://t.co/SzU5dC8TDe',-0.4615949119373773,Negative
b"RT @DeviSharmaWpg: With #Winnipeg City Council's leadership former Mayor Susan A. Thompson's name adorns building at City Hall. @Mayor_Bowm\xe2\x80\xa6",-0.42990196078431425,Negative
b'DEANDRE HOPKINS 2013 BOWMAN #180 #Texans #Rookie - BLACK BORDER https://t.co/JZxY8IJEDm #Football https://t.co/TToW7rw7yd',-0.3636507936507932,Negative
b'DEANDRE HOPKINS 2013 BOWMAN #180 #Texans #Rookie - BLACK BORDER https://t.co/3T07iVyF0w #NFL https://t.co/MeuaDuDYwz',-0.3636507936507932,Negative
b'#MadBum 2007 DRAFT # BDPP61 MADISON BUMGARNER ROOKIE #Card BOWMAN GIANTS PACK FRESH GEM https://t.co/JoQST4lu2C\xe2\x80\xa6 https://t.co/KqsjuRtq29',-0.36584158415841544,Negative
b"R U satan's friend or foe! I KNOOOOOOOOW HE HATES ME! And the feeling is MUTUAL! Every morning I wake up he says... https://t.co/MzlXxhekpp",-0.48850806451612866,Negative
b'RT @doctorjoseefren: NEFRONA\n\n  Unidad funcional del ri\xc3\xb1\xc3\xb3n\n\n  Existen 1,200,000 en cada ri\xc3\xb1\xc3\xb3n\n\nEst\xc3\xa1 compuesta por\n\n   Glom\xc3\xa9rulo\n\n   C\xc3\xa1psula\xe2\x80\xa6',-0.474537037037038,Negative
b'RT @doctorjoseefren: NEFRONA\n\n  Unidad funcional del ri\xc3\xb1\xc3\xb3n\n\n  Existen 1,200,000 en cada ri\xc3\xb1\xc3\xb3n\n\nEst\xc3\xa1 compuesta por\n\n   Glom\xc3\xa9rulo\n\n   C\xc3\xa1psula\xe2\x80\xa6',-0.4539800995024879,Negative
b"RT @stefanogrande: Doggedly determined - via @winnipegnews https://t.co/m7MzGK2JVj  - I'm in for a walk with @Mayor_Bowman !",-0.39412350597609636,Negative
b'@squatch_lord Is that the basement',-0.4045454545454541,Negative
b'Sin ONLY stays where it is WELCOMED!!!\n"RESIST THE devil AND HE WILL FLEE!"\nR U resisting or welcoming? https://t.co/lGkpYU7ViW',-0.47421052631578914,Negative
b'RT @Laj2J: @TannerGoodell @ClaireBLang good thought ...Alex Bowman?',-0.4401408450704234,Negative
b'RT @b_man1989: @Noble_Jim last caller just ticked my off. I say Hendrick drops to three teams 24 48 and Alex Bowman in the 5',-0.3050000000000002,Negative
