tweet, sentiment, polarity
b'RT @Adler_0419: \xec\xa7\x84\xec\xa7\x9c \xec\x98\xa4\xeb\x8a\x98 ts\xec\x97\x85\xeb\x8e\x83\xec\x98\x88\xec\xa0\x95 \xea\xb0\x9c\xeb\x9c\xac\xea\xb8\x88\xec\x97\x86\xec\x96\xb4.... \xec\x9d\xb4\xeb\x9f\xac\xeb\x8b\xa4 \xeb\x8b\xa4\xec\x9d\x8c\xec\xa3\xbc \xed\x8c\xa8\xec\xb9\x98\xeb\x85\xb8\xed\x8a\xb8\xec\x97\x90 "\xea\xb2\xb0\xed\x98\xbc\xea\xb8\xb0\xeb\x8a\xa5 \xec\xb6\x94\xea\xb0\x80" "\xec\x98\x88\xec\x8b\x9d\xec\x9e\xa5 \xec\x95\x8c\xeb\xb0\x94 npc\xed\x86\xa0\xeb\xa7\x88\xec\x8a\xa4\xea\xb0\x80 \xed\x8a\xb8\xec\x99\x80\xec\x9d\xbc\xeb\x9d\xbc\xec\x9e\x87\xec\x97\x90 \xec\xb6\x94\xea\xb0\x80\xeb\x90\xa9\xeb\x8b\x88\xeb\x8b\xa4" \xed\x95\xb4\xeb\x8f\x84 \xea\xb7\xb8\xeb\x9f\xac\xeb\xa0\xa4\xeb\x8b\x88\xed\x95\x98\xea\xb2\xa0\xec\x9d\x8c',-0.4863184079602,Negative
b'\xec\x9d\xb4 \xea\xb8\xb0\xeb\xb6\x84 \xeb\x82\x98\xec\x81\x9c \xea\xb1\xb8 \xeb\xb9\xa8\xeb\xa6\xac \xec\x97\x86\xec\x95\xa0\xea\xb3\xa0 \xec\x8b\xb6\xea\xb1\xb0\xeb\x93\xa0.',-0.4012987012987009,Negative
b'RT @CooLRomeo87: Yeni sezonda eski kar\xc4\xb1s\xc4\xb1 ve yeni sevgislini survivor da kap\xc4\xb1\xc5\x9ft\xc4\xb1rsa reyting enter.\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x92\xa1\xf0\x9f\x92\xa1 Yine yarat\xc4\xb1c\xc4\xb1y\xc4\xb1m ! Ogeday  "EmekH\xc4\xb1rs\xe2\x80\xa6',-0.4198087431693993,Negative
b'Wondering if we can all stand up against this soon #NC YOU IS FUCKING UP https://t.co/fW4538OB2a',-0.35807416267942527,Negative
b'Connotationless mint ideas nill mordantly.',-0.4419902912621356,Negative
b'RT @jaybayyy14: She listen to me but she never listen',-0.383165829145729,Negative
b'@nill_gungnir \xe3\x83\xad\xe3\x83\xbc\xe3\x83\xab\xe3\x82\xa2\xe3\x82\xaf\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\xb3\xe3\x81\xab\xe7\x99\xbb\xe9\x8c\xb2\xe3\x81\x97\xe3\x81\xa6\xe3\x81\xaa\xe3\x81\x8f\xe3\x81\xa6\xe3\x82\x82\xe3\x80\x81\n\xe3\x83\x9e\xe3\x82\xaf\xe3\x83\xad\xe3\x81\xa7\xe3\x83\x97\xe3\x83\xad\xe3\x83\x86\xe3\x82\xb9\xe5\x87\xba\xe3\x81\x9b\xe3\x82\x8b\xe3\x81\xae\xe3\x81\xa7\xe3\x81\x99\xe3\x81\x8b\xe2\x80\xa6\xef\xbc\x81\xef\xbc\x81\n(\xef\xbe\x9fo\xef\xbe\x9f;;\n\xe3\x81\x97\xe3\x80\x81\xe7\x9f\xa5\xe3\x82\x89\xe3\x81\xaa\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\xa7\xe3\x81\x99\xe2\x80\xa6\xef\xbc\x81\n\xe2\x88\x91(\xef\xbe\x9f\xd0\x94\xef\xbe\x9f)',-0.4337662337662333,Negative
b'RT @seanshapiro: VIDEO: Jim Nill and I sat down for a 1-on-1 interview yesterday about the draft and how the Stars look at No. 3 selection\xe2\x80\xa6',-0.4280051981806379,Negative
b'VIDEO: Jim Nill and I sat down for a 1-on-1 interview yesterday about the draft and how the Stars look at No. 3 sel\xe2\x80\xa6 https://t.co/deIvmAO6hT',-0.43375603864734324,Negative
b"Honestly Nill should just do something crazy, it's not like Chiarelli is going to trade with him anymore anyway. https://t.co/N5PI3qqx8B",-0.4139037433155082,Negative
b'\xec\x8b\x9d\xec\x82\xac\xeb\x8a\x94 \xed\x95\x98\xec\x85\xa8\xeb\x82\x98\xec\x9a\x94?',-0.3971153846153842,Negative
b'@xNilliel_ &lt; \xe2\x80\x94\xc2\xa1Nill! \xe2\x80\x94Exclam\xc3\xb3 el muchacho, siendo notoria la alegr\xc3\xada que recorr\xc3\xada sus adentros.',-0.5353260869565213,Negative
b'Reuni\xc3\xa3o com os amigos China e Nill papai \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe https://t.co/3YZXVNb0UB',-0.4044871794871791,Negative
b'\xec\xa2\x8b\xec\x9d\x80\xec\x95\x84\xec\xb9\xa8\xec\x9e\x85\xeb\x8b\x88\xeb\x8b\xa4',-0.3971153846153842,Negative
b'RT @CooLRomeo87: Survivor bitti\xc4\x9fine g\xc3\xb6re en az 3-4 ay kafam\xc4\xb1z\xc4\xb1 sikecek sa\xc3\xa7ma sapan twitler at\xc4\xb1lmayacak demektir. Ogeday kazanm\xc4\xb1\xc5\x9f sanki domi\xe2\x80\xa6',-0.4166666666666671,Negative
b'nill nill nill',-0.45444444444444404,Negative
b'\xe6\xaf\x8e\xe6\x9c\x9d\xef\xbc\x94\xe6\x99\x82\xe3\x81\x8a\xe3\x81\x8d\xe3\x81\xa8\xe3\x81\x8b\xe3\x81\xaa\xe3\x82\x93\xe3\x81\xa0\xe3\x82\x88\xe5\x9c\xb0\xe7\x8d\x84\xe3\x81\x8b\xe3\x82\x88',-0.3653333333333329,Negative
b'\xe3\x81\xa1\xe3\x81\x8b\xe3\x82\x8c\xe3\x81\x9f(\xe3\x83\xbd\xc2\xb4\xcf\x89`)',-0.3653333333333329,Negative
b"I'm nill at everything https://t.co/ESGuhr0zAD",-0.41690647482014326,Negative
b"I'm nill at photography,,",-0.4253333333333329,Negative
b'RT @DallasStars: Nill on exposing Eakin: "Really it comes down to contract, position, center depth, the role on the team." https://t.co/Ca9\xe2\x80\xa6',-0.3579717601926526,Negative
b'@nill_moe \xe3\x81\xa0\xe3\x81\x91\xe3\x81\xa9\xe8\xa8\x88\xe7\xae\x97\xe3\x81\xa0\xe3\x81\x91\xe3\x81\xaf\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe3\x81\xa8\xe3\x81\x97\xe3\x82\x88\xe3\x81\x86\xe3\x81\xaa\xef\xbc\x81\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x93\xe3\x82\x8d\xe3\x81\xa0\xe3\x81\x91\xe3\x81\xaf\xe6\xb3\xa8\xe6\x84\x8f\xe3\x81\xa7\xe3\x81\x99\xe3\x81\xaa(\xe3\x81\x9f\xe3\x81\xbe\xe3\x81\xab\xe3\x81\x82\xe3\x82\x8b\xe3\x83\x88\xe3\x83\xb3\xe3\x83\x87\xe3\x83\xa2',-0.4608695652173909,Negative
b'RT @10ntyan_moto: \xe5\x8f\xb0\xe6\xb9\xbe\xe3\x81\xa7\xe8\x8b\xa5\xe3\x81\x84\xe4\xba\xba\xe3\x81\x8c\xe5\x84\xaa\xe5\x85\x88\xe5\xb8\xad\xe3\x81\xab\xe5\xba\xa7\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x8a\xe3\x82\x8a\xe3\x80\x81\xe5\x8f\xa3\xe8\xab\x96\xe3\x81\xab\xe3\x81\xaa\xe3\x81\xa3\xe3\x81\x9f\xe8\x80\x81\xe4\xba\xba\xe3\x81\x8c\xe6\x89\x8b\xe3\x81\x99\xe3\x82\x8a\xe3\x82\x92\xe3\x81\xa4\xe3\x81\x8b\xe3\x81\xbf\xe4\xb8\xa1\xe8\xb6\xb3\xe3\x81\xa7\xe8\x8b\xa5\xe3\x81\x84\xe4\xba\xba\xe3\x81\xae\xe9\xa0\xad\xe3\x82\x92\xe8\xb9\xb4\xe3\x82\x8b\xe4\xba\x8b\xe4\xbb\xb6\xe3\x81\x8c\xe8\xb5\xb7\xe3\x81\x8d\xe3\x81\x9f\xe3\x80\x82 https://t.co/J3sYrmKHwp',-0.39619921363040705,Negative
b'\xe3\x81\x99\xe3\x81\xa1\xe3\x83\xbc\xe3\x82\x80\xe3\x81\xae\xe3\x81\x82\xe3\x81\x9f\xe3\x81\xbe\xe3\x82\x8f\xe3\x82\x8b\xe3\x81\x84\xe3\x82\xbb\xe3\x83\xbc\xe3\x83\xab\xe5\xa5\xbd\xe3\x81\x8d\xe3\x81\xa0\xe3\x82\x88',-0.4253333333333329,Negative
b'RT @itsuwa0815: \xe3\x81\xa1\xe3\x82\x87\xe3\x81\x86\xe3\x81\xaf\xe3\x81\xa4\xe3\x80\x80\xe3\x81\x9f\xe3\x81\xbe\xe3\x82\x82( *\xcb\x99\xcf\x89\xcb\x99*)\xd9\x88 https://t.co/iTJzAgDPy0',-0.38432055749128996,Negative
b'\xe7\x88\xba\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe7\xb6\xba\xe9\xba\x97\xe3\x81\x99\xe3\x81\x8e',-0.3653333333333329,Negative
b'RT @karasumai: \xe5\x85\xb1\xe9\x97\x98 https://t.co/lJffqOjibd',-0.3924388674388682,Negative
b'RT @nekonekonenneko: \xe3\x83\xa2\xe3\x83\x86\xe3\x82\x8b\xe7\x94\xb7\xe3\x81\xaf\xe9\x81\x95\xe3\x81\x84\xe3\x81\xbe\xe3\x81\x99\xe3\x81\xad #FateGO https://t.co/H7a9ZkETt7',-0.40503581963759044,Negative
b'RT @nebusoku2000: \xe3\x82\xa2\xe3\x82\xb9\xe3\x83\x88\xe3\x83\xab\xe3\x83\x95\xe3\x82\xa9\xe3\x81\x8f\xe3\x82\x93\xef\xbc\x81 https://t.co/G2orKDN9j0',-0.40707850707850785,Negative
b'RT @614_HSO: @hginmoku_poshi \xef\xbc\x9e\xe3\x82\xb8\xe3\x83\xa3\xe3\x83\xb3\xe3\x83\x8c\xe3\x83\xbb\xe3\x83\x80\xe3\x83\xab\xe3\x82\xaf\xe3\x83\xbb\xe3\x82\xaa\xe3\x83\xab\xe3\x82\xbf\xe3\x83\xbb\xe3\x82\xa4\xe3\x83\x84\xe3\x83\x9f\xe3\x83\xbb\xe3\x82\xa8\xe3\x83\xaa\xe3\x82\xab https://t.co/NtdbGqmmbp',-0.3815514103730672,Negative
b'RT @614_HSO: @hginmoku_poshi \xe7\xa7\x81\xe3\x81\xa8\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x97\xe3\x81\xa6\xe3\x81\xaf\xe9\x96\x93\xe3\x81\xab\xe3\x82\x82\xe3\x81\x86\xe3\x83\xaf\xe3\x83\xb3\xe3\x82\xaf\xe3\x83\x83\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\xb3\xe6\x8c\x9f\xe3\x81\xbf\xe3\x81\x9f\xe3\x81\x8f https://t.co/68QJXUzDbn',-0.3815514103730672,Negative
b'RT @shzaki4: Hosgeldin nill guli guli nill SadeceHissettik HazSin',-0.43306010928961786,Negative
b'A\xc5\x9fk\xc4\xb1s\xc4\xb1 benim k\xc4\xb1nam ne zaman olucak\xf0\x9f\x99\x88\n hgshsss \xc3\xa7ok beklersin nill\xf0\x9f\x98\x80 https://t.co/axoDr92Kd8',-0.37714285714285667,Negative
b'\xea\xb7\xb8\xea\xb1\xb0 \xec\x95\x84\xea\xb9\x9d\xeb\x84\xa4\xe2\x94\x81 \xeb\x82\x98 \xeb\x8c\x80\xec\x8b\xa0 \xec\x9d\x98\xec\x82\xac \xec\x84\xa0\xec\x83\x9d\xeb\x8b\x98\xec\x9d\xb4 \xeb\xb4\x90\xec\xa3\xbc\xec\x8b\xa4 \xea\xb1\xb0\xec\xa7\x80\xeb\xa7\x8c.',-0.4012987012987009,Negative
b'RT @shzaki4: Hosgeldin nill guli guli nill SadeceHissettik HazSin',-0.43306010928961786,Negative
